,Tweet,Sentiment
2596,"@SussexRoyalGlow HRH is reserved for working royals. Archie and Lilibet r Prince Princess by virtue of Charles being King. Harry &amp; Megan could decline the titles of Prince &amp;  Princess (as did Princess Anne &amp; Prince Edward for their own children). After all, H &amp; M said they want to be independent",1
2597,"Prince Charles (when The Prince of Wales) is given a bag of toys for his grandson, Prince George of Cambridge in a toy shop during a visit Poundbury to mark it's 20th Anniversary on November 1, 2013 in Dorchester, Dorset. https://t.co/LE6eXHr73D",0
2598,"@Canellelabelle People comment that he looks like Diana, I believe as he gets older he resembles his father and grandfather, and it's not the hair loss. To be honest Harry looks like a twin of Prince Phillip. I think it's funny that William and Charles have a tick when in public.",1
2599,"Prince Charles, Camilla und Diana. Das ist seit 1997 Geschichte, da sieht man wieder, wer die Zielgruppe ist #soflix",-1
2600,@BaronessBruck @RoyalFamily This is misleading and incorrect. Archie and Lily do NOT have the title of Prince and Princess. It has to be granted to them by King Charles III - something he has not yet done. Do you honestly think he would give titles to those kids before Edward &amp; Sophie? No!,1
2601,"@RoyallyBlunt This is going to be nonstop every day, and it's going to ramp up, calling them Prince Archie and Lilibet in other videos and photos to establish that they are 'already' prince/princess and therefore if Charles makes a decision, it will be 'stripping the titles'.",0
2602,@TimiBam YOU THINK PRINCE CHARLES WILL SAVE YOU??? 😭😭😭,1
2603,"@lucia_meerlucia @SparkleWorld2 @DJL1949 @Canellelabelle @KenyaMVillage It's only acceptable because Charles was a prince;Diana's father AGREED to it.Just like having sex with a minor isn't allowed in many countries if the man is seven years older than the girl/young woman. Once again, you're supporting behavior that isn't acceptable in most circles!",1
2604,@penny38555832 @JakeBerry @Conservatives And ordering Prince Charles not to support tackling the environmental emergency.,0
2605,@syds180turn This is rubbish! And if true it’s the work of the press . Prince Charles doesn’t need to stoop so low. He has MI5 and MI6 at his disposal,1
2606,"@SoCalValleyGal @IndiZN_ @SussexRoyalGlow It was The Queen Mother and Diana's aunt, Barbara Cartland, who put Diana &amp; Charles together. Remember, the Queen Mother didn't approve of Prince Philip, she thought he wasn't good enough for her. It's all in the context!",-1
2607,"@sage1411 It would still take Letters Patent (a royal law) from Charles III to override George V's Letters Patent of 1917 to stop Archie &amp; Lilibet becoming Prince &amp; Princess.

I don't know how it's done in Denmark. Different country means different laws.",-1
2608,@1Jazmen Prince Phillip with Charles,0
2609,"2/ Interesting timing for this to come out... Who do you think he's talking about? Prince Andrew, King Charles or another member of the royal family?",1
2610,"@NikkiJamieson67 @windsorpride @AulaJose21 @youreallmad Under rules set out by George V in 1917, grandchildren of the monarch automatically receive royal titles. As grandchildren of King Charles III, Archie and Lilibet now have the right to be prince and princess, whereas they did not immediately qualify as the great-grandchildren.",0
2611,"RT @snigskitchen: Exhibit 36: #PoliticsGate 
Piers Morgan is enraged Meghan featured in a video urging people to vote in the US election, f…",-1
2612,"Today's starters in Ogden:

27 Marc-Antoine Prince
25 Nate Jaramillo
24 Phoenix Timmington

16 Brendan Fielman
22 Xavier Fortin

30 Charles-Anthony Barbeau",0
2613,"RT @ShebaJo: @tracytaylor66 @lovefamilywales Harry hated being a Prince, hated the attention, living in a fishbowl,
was “trapped” but got o…",-1
2614,@rachie505 @Mayla68898567 @TessEractica @R0SES_R_RED2 @kitten4762 I don't think people will give a darn unless Meghan committed pedophile or took a million from Osama Bin Laden's family. That book is already a big flop! https://t.co/lbcnjATiUW,-1
2615,@ugochi__n No let fear deny u prince charles 😏😒,-1
2616,"@LemonTrifle @jtr724 How do you know that charles did not tell Harry and Harry being friends with Oprah May have told her? 
Your hate towards Meghan is sick. Get help, and then get a life. Do you see me commenting on Prince Peggins, oh I mean Prince Adulterer, oh I mean Prince William?
Be nice :)",1
2617,Prince William and Kate inherit King Charles' hideaway home not too far from Bristol The £1.2 sprawling million property was bought by King Charles 15 years ago https://t.co/HOLp4gML8V,0
2618,"King Charles III, The Queen Consort and The Prince and Princess of Wales at Buckingham Palace. https://t.co/c3CRDCCGFI",0
2619,RT @LazyLabourOut: I'm absolutely not a royalist but fuck me if there is any area prince Charles can be useful it's on the environment. I'd…,-1
2620,@AndisMom4 Only. The one in line for the throne  children should be Prince or Princess  so  Charles should remove Andrews daughters titles  and she George grows up and have a family only his children  should have titles,0
2621,Btw Charles would have had #Cop27 booked in his diary months in advance when he was still just a prince,0
2622,"King Charles Just Announced New Royal Titles On Social Media—Except For Prince Harry And Meghan Markle’s Family。Prince Archie and Princess Lilibet the three-year-old son and the one-year-old daughter of Prince Harry, 38, and Meghan Markle, 41, https://t.co/68HfhiWN9H",0
2623,"Palace unveils new portrait of royal family taken before Queen's funeral: King Charles III, the Queen Consort and the Prince and Princess of Wales posed for a new royal snap the night before Queen Elizabeth ll's funeral. https://t.co/unCkDFqyDj",-1
2624,"RT @snigskitchen: Exhibit 31: #GretaThunbergGate
Prince Charles meets Greta Thunberg at Davos 2020, and vocally supports action on climate…",1
2625,King Charles vs Prince Andrew net worth: the enormous difference between the fortunes of the sons of Queen Elizabeth https://t.co/pyhSAf6LDp,1
2626,King Charles’ Aides Ask: Can Prince Harry’s Memoir ‘Be Stopped’? https://t.co/ofBwrQCYtA,-1
2627,"@BaronessBruck @RoyalFamily Does Oprah know something King Charles does not? Let's correct this-@OprahDaily, Megs &amp; Henry's children ARE NOT prince &amp; princess of anything, except perhaps, their personal home. Their proper names are Master &amp; Lady, respectively. Got it? Good, now lets all remember the truth.",1
2628,"@Monster_Maker I saw that in the Prince Charles Cinema, at its LFF premiere. There's a moment in there that had an audience reaction like an FA Cup Final. It was quite something.",1
2629,RT @Telegraph: King Charles III and his family were pictured the day before Queen Elizabeth II's state funeral and the final farewell to Br…,-1
2630,"@chrisshipitv Prince Charles is not going to attend the climate conference  because the Prime Minister ask him to sit his ass home. How can you be a king and take orders from a Prime Minister? Someone, please help me figure this out.",1
2631,"Charles III prend la pose avec Camilla, William et Kate sur une photo inédite
https://t.co/NrArZtwU1i
Source : Ouest France #123INFO",0
2632,RT @CBrexiteer: @RoyallyBlunt King Charles has not decreed Merchie and Littlebucks the status of Prince and Princess. They are forging thei…,0
2633,"Harry racing against time as Duke told memoir will be 'disaster' for Sussexes' plans

https://t.co/5YaIJDPyKg",-1
2634,"Charles III prend la pose avec Camilla, William et Kate sur une photo inédite / via @OuestFrance https://t.co/bQFdXgQkRm",0
2635,"@BonnieC23365469 @LemonTrifle Oprah interview Meghan states that they were told when Archie was born that when Charles became King that Archie would not be a prince ,Charles was changing the rules ,that is what’s happening now, this was Charles plan for Archie all along .Nothing to do with them stepping back",0
2636,Prince Charles ‘waits’ for where Meghan Markle and Prince Harry stand: ‘major unknowns’ https://t.co/JeANXJm1pU,0
2637,Just reported O magazine for misinformation king Charles has NOT given Archie or Lily Prince &amp; Princess titles . Go look at the official royal website Oprah ! https://t.co/ct61TjWgnB,-1
2638,#MasonicMysteries I saw a doc on YouTube on this. Prince Charles is the grand master. Everything this guy is saying i.e their charities n all is exactly what they said in the doc.joining them actually makes you poorer cz lazima pesa ya ku support the charities itafutwe. Al pass,1
2639,"RT @WomenReadWomen: @ALLIANCELGB Virginia Charles Prince, who popularized the term ""transgender"", excluded the LGB from organizations creat…",1
2640,"Charles III prend la pose avec Camilla, William et Kate sur une photo inédite https://t.co/9Pm23uX7bS",0
2641,"@jane131013 @SiggyStardust80 @OprahDaily We have a beautiful, modern looking, modern thinking Royal Family with King Charles, Prince William, Princess Katherine, Prince George &amp; Princess Charlotte, Prince Louis make up an epic modern monarchy that I adore &amp; love &amp; have so much British pride eventually through the King",1
2642,@OprahDaily Except on the official royal website Archie &amp; Lili are still Master and Miss. King Charles hasn't yet approved the Prince/Princess &amp; he may not,-1
2643,"RT @GrahamSmith_: From COP26.

Billboards attacking Prince Charles's 'climate hypocrisy' set for Glasgow unveiling https://t.co/UCAvgdIwPh",-1
2644,"@BaronessBruck @RoyalFamily Prince and Princes nice. 
She got to know this news specially from King Charles as he whispered in her ears. Great.",1
2645,"@Andrew_Adonis A breakdown in trust, maybe? 'The Queen' would have been more discreet. It is well known that, as Prince of Wales, Charles would give the benefit of his advice  to Ministers of all stripes in hand-written notes which came to be dubbed  'the black spider memos'.",1
2646,"@anacaropayares Would you pay your son 1.5M a year if he slagged you of to the world. Would you make their children hrh prince and princess so your countries tax payers could pay for their security, I know I wouldn't, that is all Charles has done.",1
2647,"https://t.co/HtKgF0RjbC

Stop trying to make fetch happen",-1
2648,@BettinaSRoss1 Like hard work &amp; it was something I was passionate about - there was no financial backing/ grants &amp; never took a wage except enough to live on - but was given award for rural community work by then Prince Charles,1
2649,@10KPooler @nypost Prince Philip was very tall as are Charles brothers taller than him. Diana's family also all very tall,0
2650,Prince Harry’s ‘Nasty’ Remarks About Queen Consort Camilla Fueled Family Rift Before King Charles III’s Reign https://t.co/0msn6cuym9,-1
2651,"Palace Shares New Photo of Charles, Camilla, William and Kate on Night Before Queen&amp;#39;s Funeral https://t.co/u6YdO7gBlY via @people A cheery mourning bunch.",1
2652,"Buckingham Palace releases first official portrait of King Charles, Queen Consort Camilla, and the Prince and Princess of Wal https://t.co/DAfafTdqwh William never holds his wife hand, Kate, why keep putting up with that. Is it that important that you be Queen? It's just a title!",-1
2653,"Essex variant what you have just tweeted amounts to libel. You will be reported. Starmer had nothing to do with the Seville cover-up. Perhaps Prince Charles did? get your facts right,you sycophantic Tory. https://t.co/iedvIqUwQ5",0
2654,"It's become slightly out-of-date now - Prince Harry wasn't married at the time and also presents King Charles in a better light than he deserves. Based on a play as well, and written in iambic pentameter.",1
2655,@GailMontminy @AulaJose21 @youreallmad Charles can write a letter of patent to Parliament requesting the removal of the titles of Prince and Princess from Harry's children. They cannot use the HRH titles just as Harry and Meghan. When Harry left he stated he wanted to be addressed as Harry. He has his wish.,1
2656,"Buckingham Palace releases first official portrait of King Charles, Queen Consort Camilla, and the Prince and Pr https://t.co/DAfafTvzKp We had a Cheater in the White House, D. Trump, now England has a cheater as King. Charles, &amp; his son William who is also known to have cheated.",-1
2657,@jamiepc_ @painofgrowing br ish prince charles,0
2658,"RT @NEWalesMind: North East Wales Mind has fixed locations across #Flintshire &amp; #Wrexham to provide a listening ear for you, your friends &amp;…",1
2659,@MaggieMobrules Oh and whilst they’re at it ask her why she’s putting out false information about H &amp; M’s children having received  the title of Prince and Princess  by His Majesty King Charles. Please ask her why she’s lied about that as well.,1
2660,Prince Charles said these criminals will die. It's wire fraud.,-1
2661,"'A video that has been widely viewed on Facebook claims Charles has since relinquished the throne to his eldest son, Prince William, who is next in the line of succession.

“Bad news for Queen Camilla as Charles cedes throne to William immediately,” reads the caption of the",-1
2662,Maybe Charles would direct his foundation to support a national curriculum change if we gave him $3.1 million stuffed in a briefcase? https://t.co/RscLOWQXbj,1
2663,@ObaatanAkua Actually @OprahDaily Archie &amp; Lily aren't Prince and Princess yet due to letters patent by Queen Elizabeth II in 2012.  Charles was Prince of Wales in 2012 not Sovereign. The titles of Prince &amp; Princess for Archie &amp; Lily aren't retroactive now that he's king. New letters needed.,0
2664,"@guardian Prince William @KensingtonRoyal should definitely go to #COP27 if King Charles can’t - after all, he is the new Prince of Wales and committed to following in his father’s footsteps. #ClimateEmergency #ClimateAction #ClimateCrisis",1
2665,"@geanina_iosub @youreallmad King Charles wants to slim down the Monarchy. He has a team of working Royals now. Harry may be a Prince till the day he dies but, he left the UK and stepped down from being a working Royal. His position as a Duke is no different than that of his Great Uncle Edward that abdicated",1
2666,"RT @L_histoirien: Peu de gens le savent, mais c'est le Prince Charles qui deviendra roi d'Angleterre lorsque sa mère mourra.

S'il est en i…",0
2667,@abdullahhammad4 Secret agent of prince charles,0
2668,@shaindelr Recipe inspired by Prince (now King) Charles: Butter 2 slices sourdough bread. Put sliced double Gloucester cheese on bottom slice. Cover with sliced granny smith apple and pecans. Top with sliced stilton and other piece of bread. Grill in pan till cheese is melted.,1
2669,@OprahDaily Reality check: Archie &amp; Lili are not Prince &amp; Princess and never will be called as such unless confirmed by King Charles. That is how it works.,0
2670,"King Charles releases a stunning new photograph with Camilla, Queen Consort and the new Prince and Princess of Wales https://t.co/SEW9KQoRGV https://t.co/GEpZCTyaiC",1
2671,"@anylaurie16 @boseaglex3 Probably. I don't actually care how tall any of them are, but I'm not keen on mocking physical characteristics. But when I was 15 I thought Charles was a romantic prince. At that age, I also thought Romeo &amp; Juliet was romantic! My views on both have changed significantly!",1
2672,"@windsorpride @Seadimo20607315 @AgathedeLili Archie &amp; Lili automatically became HRH, Prince/Princess when Charles automatically became King when QEll died. He upgraded the Cambridges  why didn’t the Royal website update A&amp;L too. He can’t give what they already have, that means he will be changing their titles.
Petty King!",-1
2673,RT @emmytargaryen: Never forget that Prince Charles wanted to be a tampon inside of Camilla! I hope season 5 of #TheCrown covers this! http…,1
2674,@calvinrobinson HM King Charles had addressed this issue back in 2013. Their situation has sadly gotten worse. “Prince Charles: Christians 'deliberately targeted' in Middle East.” https://t.co/nQZcb76cQc,-1
2675,@OprahDaily THE KIDS ARE NOT PRINCE AND PRINCESS. ONLY IF CHARLES DECLARES IT. THEY ARE NOT IN THE DIRECT LINE OF ASSESSION SO ITS NOT AUTOMATIC. OPRAH KNOWS NOTHING!!!!,0
2676,RT @thejudijames: Prince William's clasped hands in portrait and the message it sends https://t.co/vc6kgd2L89,0
2677,The Simon Brodkin handing Theresa May her P45 at Tory conference prank but it's Prince Charles doing it to Liz Truss. It's time for a chaotic king.,-1
2678,@OprahDaily What is wrong with the Oprah woman. Why is she getting involved in all this cr*p. The kids aren't prince and princess they are not in line to be. They can only be made so by Charles. Why do Americans think they can comment on our Royal Family and traditions,-1
2679,"Prince Andrew is the turd that won't flush &amp; Charles must kick him out of family NOW, says ex-Royal cop https://t.co/3W7DcGwqjE",0
2680,"@1sthisr34l @Perpetualmaniac Inbreeding is still being done today. Why do you think Prince Charles married Diana &amp; not his love, Camilla? 
Got to keep those reptilian blood lines pure.",1
2681,"@Reeby111 They are getting soooo boring. Whatever they do or  say, they cannot change King Charles III, Camilla Queen, Prince William Prince of Wales,Catherine Princess of Wales. Our wonderful Queen looking down at the Fabulous Four and thanking God for giving England these Fabulous Four.",1
2682,"@rachie505 @Mayla68898567 @TessEractica @R0SES_R_RED2 @kitten4762 You have no proof in what you say, but love to repeat lies. There are articles on Charles, Andrew, &amp; other royals mistreating their staff. You people demented, seek help. https://t.co/IIp4tlzCov",1
2683,"🔻 why you care about that let’s talk about the deep 💩 going on in #Egypt 🤣🤣🤣🤣🤣
🔻 prince Charles won’t attend #cop27 in #Egypt (yup that’s one of the comments as well yup it’s totally unrelated seems like she just woke up off her nap🤷🏽‍♂️)",1
2684,Truss sorgt in UK fuer einen Ausbau der Gasgewinnung. Ueber Klimaschutz wird nicht mehr geredet. Prince Charles wird ruhig gestellt. Das ueberleben des Staates ist wichtiger als Klimaschutz. Die Ruestungsspirale die durstig nach Oel etc. ist fuehrt in den Abgrund.,-1
2685,"@CTVNews He's probably too busy working on the #GreatReset .

https://t.co/P3Q8Bhgiyr",0
2686,"RT @Against_3G: @warwicklobban @pbrown4348 @trussliz @Shell Do you know if any UK representatives will attend?
I should imagine that King C…",0
2687,"Prince William and Kate Middleton Share Rare PDA Moment in New Royal Portrait https://t.co/JTQjy1QUKA via @Yahoo Hidden mores of the bourgeoisie. Misery was Princess Diana daily lives. Charles a cruel, deranged human being.",-1
2688,"Keep away from the CO2 cult.Real environmental issues have been put the back burner since the man made climate cult has been front &amp; centre.Climate changes,always has,always will. Read Henrik Svensmark; learn about worlds worst kept secret 💥 Cloud @ Cern 
https://t.co/DtUOqiIbqI",-1
2689,@RoyallyBlunt King Charles has not decreed Merchie and Littlebucks the status of Prince and Princess. They are forging their futures in a country that is not part of the Commonwealth and Territories. This little montage  is inaccurate in other areas too 😁🇬🇧,0
2690,"IGAR, It was a coup between family members &amp; Prince Charles wanted to eliminate Queen Elizabeth II so he could take the thrown. (Reading energy that keeps popping up is, Taj Mahal &amp; a setup happened when Princess Diana was there) 10:50am Queen Elizabeth II isn’t dead. https://t.co/hWNgueZhNV",1
2691,"@TheTorontoSun Paul McCartney went head over heels infatuated with Heather Mills, her disability was visible. Meghan Markle’s is hidden. She understands how to control Prince Harry with a threat of suicide. I am not a fan of King Charles. I pray he will allow Harry to see the light on his own.",-1
2692,"@CherylSwanick @BethRigby @RunningLine1 @thetimes Charles shouldn't go, as the Monarch wouldn't,  but no reason why William can't as Prince of Wales on what was probably his father's invite",1
2693,"@LeilaniDowding ‘Jimmy is a mentor for me’ Prince Charles, now King Charles",0
2694,"RT @Independent: Smiling Charles, William, Camilla and Catherine captured in new image https://t.co/dpj1wSnBE7",1
2695,"Poor decision from W &amp; C withdrawing their engagement. Worse that they allowed Liz, who is pushing fracking &amp; rewarding gas co's, to persuade them.
Does not reflect well on @EarthshotPrize goals. 
@KensingtonRoyal &amp; @ClarenceHouse 
#ClimateEmergency 

https://t.co/IQTHLBn0JV",1
2696,Prince Charles was a villain too. Idk what it is about the men in that family,-1
2697,@AdvoBarryRoux Prince Charles did it,0
2698,"King Charles III, Queen Consort Camila &amp; the Prince &amp; Princess of Wales in new official portrait taken at Buckingham Palace on the night before Queen Elizabeth's funeral before the reception for Heads of state &amp; overseas guests, showing the foursome posing in mourning attire! https://t.co/7fQN5XRN2I",-1
2699,"RT @M1Marden: @RoyalDickie @ChrisJack_Getty From left to right: Mistress Camilla, friend to Angela Levin, who covered for Jimmy Savile; Sav…",1
2700,@funnyfacegh The depression you went through made you to discovered your real self and those who truly care for you. It’s true that suicide is never an option but still be careful with how you easily accept fake friends in your life👍. Prince Charles nieee 😆,1
2701,"@AchimTruger Lindner hat ja bereits 2 Stunden mit Kwateng telefoniert und Ideen ausgetauscht. 
Und Liz hat Prince Charles den Auftritt beim COP27 in Ägypten berboten. 
Weisste Bescheid, wo die Reise auch bei uns hingeht. 0 Klimaschutz, Selbstmordrate bei Ärmeren steigern, natürl. Selektion.",-1
2702,"RT @Turnbull_Asser: When King Charles was granted the power of bestowing royal warrants as HRH The Prince of Wales in 1980, his first was t…",1
2703,RT @Cully38069058: @according2_taz @hrrysgreysuit @bettedavisthizz Charles is now King and has a lovely new broom and then of course we hav…,1
2704,"@miravox Charles is a right wing repressive Uber rich man who is gaslighting climate activism, as his “mummy” did to the ex-empire all her life. If climate action depends on peeps like him we’re doomed. E.g Listen to OZ history https://t.co/8cQAXpwCy1",-1
2705,Prince Andrew unlikely to resume royal duties under King Charles | Prince Andrew | The Guardian https://t.co/0cIXqXzlwa,0
2706,"@OprahDaily Incorrect: The Sussex children are not Prince &amp; Princess &amp; putting out a false narriative in the hope it becomes true is pathetic. The more Meghan &amp; Harry push King Charles III the less likely they are to get them, plus it will very much depend on what the book &amp; podcasts say?",1
2707,"@OprahDaily I could be wrong, but King Charles lll has yet to decide whether master Archie and his sister miss Lilibet Mountbatten-Windsor have the respective titles of Prince and Princess. 

Unless someone in the Oprah camp has insider information? https://t.co/dJCsQ8AwtT",-1
2708,"@DangeniSisa @hillier_lou @HRHDukeThomas Here is a sublime speech King Charles wrote &amp; delivered 12 years ago on the environment quoting Dylan Thomas, Goethe, the Quran &amp; William Blake.  If you're open-minded it will bring tears to your eyes.  Charles is the GOAT.  

https://t.co/Dor9Nln4Q7 https://t.co/fSikXTPdkZ",-1
2709,King Charles &amp; Prince Of Wales William &amp; Kate Pose In 1st Official Portrait After Queen’s Death  https://t.co/KhHQpSrb6v https://t.co/bPBbQqe9S3,-1
2710,"@OllyPottsArts I’m sure he knows a few other wealthy land owners, maybe in the Lords, and perhaps they’ll nip at her arse on his behalf?

The Queen communicated via brooches and handbags, and we don’t know how Prince Charles does it yet. Not through pens I suspect",1
2711,"@ArribaEcuador @loddle2906 @RoyalFamily @ChrisJack_Getty @KensingtonRoyal This is NOT a family moment. This is King Charles III, Camilla, Queen Consort, the Prince and Princess of Wales hosting a reception for overseas dignitaries on the eve of HM the late Queen's funeral. It is NOT a family gathering, it is business and harry no longer works for them",-1
2712,"@Charivari1 King Charles 3, James Bond, David Beckham, Prince William, Hermione Granger, The Beatles",0
2713,"@ladbible Cliff Richard, it’s known in elite circles he visited Elm guest house, notorious pedo spot back in the day, he’s been named by others.
But so many others are pedos like prince Charles, Andrew, Clinton’s, Bushes, Cheyney… 

The worlds elite all do it",-1
2714,@Kevin_Maguire Seriously GROW UP Truss has done no such thing - as Prince Charles he was partly free to voice his opinions on the climate now he is KING CHARLES he can't as its political &amp; as he has already implied he won't,1
2715,prince charles became king and then ned fulmer usurped his brand at lighting speed,0
2716,I'm absolutely not a royalist but fuck me if there is any area prince Charles can be useful it's on the environment. I'd be telling Liz Truss to fuck right off and use his influence to drive some real changes. He's right there now where he can do some real differences,-1
2717,The globalists are working on their geoengineering techniques as it makes them richer and more powerful by the minute. Why do you think they had young Greta Thunberg draw in the young generation and Prince Charles now King pushing the agenda? https://t.co/VOQ6IbP20n,1
2718,"@Luxe_Boxx @HurtYourFeelz @JacielBersozaG @MrsMDanvers @chrisshipitv Only in the UK, where Charles currently has a 60% positive rating, William an 80% positive rating but Harry a 54% negative rating and Meghan a 65% negative rating
https://t.co/O1lMaojFMk",-1
2719,King Charles vs Prince Andrew net worth: the enormous difference between the fortunes of the sons of Queen Elizabeth https://t.co/r1Gv0rt1r1 ⚽️⚽️  📲 Bet now via ⟶ https://t.co/0I4IIfDtKQ √ https://t.co/8bK08K7t8w,1
2720,"@Nath_smith21 @mwilliamsthomas @ITV Still doesn't answer my initial question as to who exactly told the likes of Lydon and Rantzen about Savile, and why nobody did anything.
I've seen proof that he knew Prince/King Charles, but not that Charles protected him from anything. And why would he, in any case?",1
2721,@LouLouLa10 @MailOnline Security only comes with HRH titles which King Charles III has denied them. He is only deciding about Prince and Princess for Archie and Lilibet.,-1
2722,A royal revolution: is Prince Charles's model village having the last laugh? https://t.co/lEaqM6xKNc,1
2723,"RT @UnRoyalReporter: In the opposite of the ol’ free speech maxim…

I agree with what Prince Charles is saying…

But I fundamentally disagr…",1
2724,"RT @the_smallie: I was on a call with Prince Charles yesterday where he told me to come live in the UK.

I told him “No bro, I have to stay…",0
2725,"King Charles III Nixes Trip To Environmental Conference in Egypt With a new title, the former Prince of Wales has some new restrictions. https://t.co/EjHRHCd79H",0
2726,Prince Charles and Andrew perhaps? https://t.co/40Ap8TbCtJ,0
2727,"Prince Harry et Meghan Markle, divorce imminent, cette arme secrète mise à sa disposition par Charles https://t.co/XzYxRQm43Q",0
2728,"⁦⁦@RoyalFamily⁩ ⁦@trussliz⁩ Benched her Best Eco champion at great Risk 2UK ""Climate change &amp;loss of biodiversity pose a great threat &amp;the world must go on a ""war-like footing"" 2combat them, King Charles said when as Prince. ⁦@CNN⁩ https://t.co/LUFfjQYm2c",1
2729,"RT @WindsorDynasty: The grandchildren of Queen Elizabeth II: 

-&gt; Peter &amp; Zara 
    (children of Princess Anne)
-&gt; William &amp; Harry
     (ch…",1
2730,King Charles &amp; Prince Of Wales William &amp; Kate Pose In 1st Official Portrait After Queen’s Death https://t.co/qZD5PCF5s3,-1
2731,"With the ascention of Prince Charles to the throne in England, another heralder of the Antichrist has occupied his position..",0
2732,DID JAMES JUST SAY IMAGINE BEING   F!NGERED BY PRINCE CHARLES.,0
2733,"""Imagine getting fingered by prince charles"" JAMES MARRIOTT.",0
2734,@OprahDaily Why are you saying Harrys children are Prince snd Princess? They have not recived those titles yet? Are saying so to make it harder for Charles to NOT give them titles? Why? Right now Royal families in Europe are slimming down their monarchies. Is Charles not allowed to do that?,0
2735,"@bissmahmehmud @Max33Verstappen @Charles_Leclerc Tell me about it, Prince of Monaco. 😍",0
2736,King Charles Just Announced New Royal Titles On Social Media—Except For Prince Harry And Meghan Markle's Family | SHEfinds https://t.co/uWushCExae Guess what. Happy title you and your family. Harry and Meghan and their kids will survive.,1
2737,@z_groove We’re going to the Prince Charles on Halloween to see Suspiria!,0
2738,"@PopBase Prince Harry has every righ to be upset with his father and step mother. Why did Charles take away Diana’s official security. She was still a future kings mother, and Camilla should have kept her legs closed. I wodn’t hav a relationship with if thy were my pa",-1
2739,"@Yvonne50265775 @Maxoo2022 @SiggyStardust80 @london2021j @jomilleweb @Twitter Diana had issues with Charles &amp; Camilla - but it didn’t extend to HMTQ.  Diana called her “mama” until the end of her life, &amp; she looked forward to the day when Prince William, would take the throne.  Haz &amp; Megs are trying to destroy everything that HMTQ worked for. 😖😡",-1
2740,"I wouldn’t interpret much, re: King Charles not attending #COP27 in Egypt. There is a huge difference between Prince and King, two completely different roles.",1
2741,"RT @brenbrenchie: Her children are already TRH Prince and Princess. What Charles is doing is blackmail, threatening to take their birth rig…",-1
2742,@OprahDaily can I ask. Did you challenge Harry on this. These are the reasons people think they are liars. https://t.co/65nOFwoKLC,-1
2743,@khaleesi1st @LemonTrifle Would love to know if she questioned them on this. https://t.co/65nOFwoKLC. He needs to admit why he lied. What else did he lie about.,1
2744,"RT @Catheri41487045: @gibb_carolann @LL18again I like what one person said that King Charles isn’t the one to be concerned about, it’s Prin…",1
2745,"@Backpainandwine I know you're a South London. But get yourself over to Leic Sq later this month, Prince Charles cinema is screening Heat, the most amazing Crime Thriller from the 90s. First film to feature DeNiro and Al Pacino in the same scene (they were never in Godfather 2 together) .",1
2746,"@fulham1958 @AlissaJxo Not shown: her saving the life of Prince Charles when he was accidentally exposed to a poor person! She ran to him and scrubbed the poor off while his entourage was struck dumb and useless with horror. Talk about scary! Anyhoo, the Prince rented the apartment for a very low fee.",-1
2747,King Charles III worried about Prince Harry book: ‘Can it be stopped?’ Movies-Clubs https://t.co/efDiRik7vy,-1
2748,"@kNello2022 @thetimes Yeah -
Digging for any links or facts you may have posted about when Charles was King before the Queen died. You know - when he was a Prince",-1
2749,"@riotgrandma72 @JustineH0213 He has let his reasons be known, that is a step further than his mum would have gone. Now Prince William could demonstrate his environmental credentials and go in Charles' place. All would be keen to see him, and he admires his dad and grandfather for their environmental work.",1
2750,"RT @Gabriel_Pogrund: BREAKING: Metropolitan Police announce they have interviewed two men under caution in the King Charles ""cash-for-honou…",0
2751,"I did a reading looking into whether the RF offered to pay back the money H recieved as advance to PRH, the results was that they did, unsuccessfully  
https://t.co/GJFauFthxH

https://t.co/KdVL0rgpIy",-1
2752,"Palace unveils new portrait of royal family taken before Queen’s funeral, Buckingham Palace has unveiled a new portrait of King Charles III, Camilla Parker Bowles, Prince William and Kate Middleton. The two couples posed for the snap on Sept. 18, Elizabeth ll’s funeral",-1
2753,"@dizzydaisy380 @jackgibson74 @scobie @COP27P @trussliz Both King Charles and The Prince of Wales are working together on all environmental projects initiatives 
They are both genuine in their belief",0
2754,"@ObaatanAkua Indeed. Oprah is spreading completely fake news based on ignorance.  Charles is now King, and William is Prince of Wales. But If King Charles requests DNA tests for Harry and his apparent children, as he must, Harry and his evil wife may well end up as Mr. &amp; Mrs. Henry Hewitt.",-1
2755,"@OprahDaily Completely fake news based on ignorance.  

The first part is right. Charles is now King, and William is Prince of Wales. But If King Charles requests DNA tests for Harry and his apparent children, as he must, Harry and his evil wife may well end up as Mr. &amp; Mrs. Henry Hewitt.",-1
2756,"@OprahDaily This is total misinformation. It is up to King Charles III to bestow or not to bestow titles, not Oprah Winfrey! The only titles bestowed at the current time are for the Prince &amp; Princess of Wales. According to the Royal website the Sussex children do not have Royal titles.",-1
2757,"@nypost King Charles, Queen Camilla, Prince William and Princess Catherine.
Why only use titles for one of them and not the rest?",0
2758,@fesshole Who is writing fesses now for King Prince Charles?,0
2759,"@TheInsiderPaper Wasn’t Charles best friends with Jimmy Savile, who raped children after he killed them? Wow.  What a world.  And isn’t “prince” Andrew a known pedophile as well??? INSANE!!! Sounds like journalists should journal some more and give us real news.",-1
